"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"P06105",810,821,216450000,5906700,0,109440000,0,99583000,1521300,"",""
"P00958",727,733,256280000,65012000,0,74520000,0,116750000,0,"",""
"Q12443",273,287,0,0,0,0,0,0,0,"",""
"P07702",911,918,42354000,25197000,0,0,0,17158000,0,"",""
"P53632",446,457,19151000,0,0,4251900,0,14899000,0,"",""
"Q99177",18,35,3447200,0,0,3447200,0,0,0,"",""
"P43636",238,251,68789000,20015000,686230,23053000,0,25034000,0,"",""
"P32915",197,207,198460000,99676000,3050900,95736000,0,0,0,"",""
"P38765",214,236,83490000,27892000,0,10487000,28705000,16405000,0,"",""
"P36036",4,21,26424000,9228000,0,3539000,0,13657000,0,"",""
"Q06489",131,153,20339000,0,0,20339000,0,0,0,"",""
"P32463",55,66,119170000,77196000,0,22744000,0,18764000,467090,"",""
"Q03735",904,922,6035400,0,0,0,0,6035400,0,"",""
"P53550",720,731,3737700,0,0,0,0,3737700,0,"",""
"P49090",456,476,1307900000,473300000,0,234800000,59229000,540600000,0,"",""
"P49089",457,477,998660000,310160000,13730000,0,77450000,557490000,39823000,"",""
"P25694",299,305,179450000,67949000,2287700,53875000,0,55336000,0,"",""
"P31688",360,372,47825000,22999000,0,0,0,0,24826000,"",""
"P32527",151,161,359020000,359020000,0,0,0,0,0,"",""
"P48353",68,78,28856000,7657800,0,0,0,21198000,0,"",""
"P06101",275,285,12011000,6748300,0,0,0,5262700,0,"",""
"P08518",375,384,8247400,0,0,0,0,0,8247400,"",""
"Q06494",52,76,337700000,0,190330000,0,0,0,147380000,"",""
"Q02792",923,932,40663000,5737200,0,0,9975600,0,24951000,"",""
"P32787",152,163,68459000,16533000,6812400,15400000,0,0,29713000,"",""
"Q86ZR7",192,219,285890000,0,0,0,234050000,7323200,44521000,"",""
"Q86ZR7",192,228,798870000,0,0,0,444970000,0,353890000,"",""
"P38708",513,526,371080000,116370000,5226300,141730000,0,101880000,5867200,"",""
"P35724",517,534,147660000,0,0,0,73261000,0,74398000,"",""
"P17157",157,175,119280000,0,119280000,0,0,0,0,"",""
"P54115",75,87,1111800000,445090000,2050000,480080000,0,181730000,2896400,"",""
"P09950",404,431,1148100000,109680000,0,0,587850000,0,450600000,"",""
"P39744",230,240,120010000,5460900,26390000,4464100,47278000,3651900,32768000,"",""
"P09733",282,305,196420000,63996000,0,70917000,0,61502000,0,"",""
"P07991",82,93,93381000,24905000,0,46512000,0,21964000,0,"",""
"P37291",94,101,307910000,77208000,1131700,131090000,0,98484000,0,"",""
"P37291",94,128,2205100000,473160000,0,740910000,244130000,746920000,0,"",""
"P04807",137,165,4047800000,1467900000,0,118630000,1207700000,936400000,317100000,"",""
"P38708",85,124,2258500000,0,2029500000,0,0,0,229080000,"",""
"P38708",85,125,690450000,0,3.89e+08,0,301450000,0,0,"",""
"Q07825",145,161,11213000,11213000,0,0,0,0,0,"",""
"Q08818",521,533,3150100,0,525550,0,0,0,2624600,"",""
"P17255",1004,1014,800360000,252740000,893410,461300000,0,84214000,1213300,"",""
"P53919",216,233,3739100,3739100,0,0,0,0,0,"",""
"P27515",105,125,16244000,7527000,0,8717100,0,0,0,"",""
"Q00955",589,597,231660000,108740000,2767200,0,0,120150000,0,"",""
"P19097",285,293,443370000,92093000,2771700,165060000,0,179650000,3807000,"",""
"P03965",888,905,283620000,0,0,0,204880000,0,78747000,"",""
"P28321",197,213,93722000,0,0,93722000,0,0,0,"",""
"Q06103",30,37,120200000,37742000,0,0,0,79622000,2838300,"",""
"P43535",425,441,456760000,173610000,0,115860000,0,167290000,0,"",""
"P14742",275,299,364780000,0,0,37779000,173950000,153050000,0,"",""
"P38333",420,427,42837000,13634000,0,10701000,0,10265000,8236700,"",""
"P32775",85,102,44731000,0,0,28735000,0,15996000,0,"",""
"P39940",662,682,19367000,19367000,0,0,0,0,0,"",""
"P38088",229,245,1967300000,262560000,82507000,66545000,773140000,140200000,642330000,"",""
"P32324",272,283,2.41e+10,121300000,1.0661e+10,89076000,4434200000,16162000,8778600000,"",""
"Q01855",101,127,4.2631e+10,5523800000,9730700000,2054100000,5.299e+09,5098500000,1.4925e+10,"",""
"P21951",2136,2149,14804000,0,0,0,14804000,0,0,"",""
"P46681",280,296,54047000,17658000,7545500,12585000,0,16258000,0,"",""
"P43621",372,384,82317000,29911000,0,0,9741300,42665000,0,"",""
"Q12176",567,587,177290000,0,117290000,0,0,0,59998000,"",""
"P39990",8,31,9484800000,13951000,4241300000,46508000,5172500000,8940600,1659300,"",""
"P13259",129,143,6679000,0,0,0,0,6679000,0,"",""
"Q07979",475,491,22003000,0,0,22003000,0,0,0,"",""
"Q96VH5",64,77,334960000,0,0,0,0,0,334960000,"",""
"P33332",770,786,8316200,0,0,0,0,8316200,0,"",""
"P20967",88,124,89555000,0,0,0,89555000,0,0,"",""
"P48439",123,134,128110000,0,16724000,0,0,33940000,77450000,"",""
"Q05029",597,605,18716000,0,0,0,0,18716000,0,"",""
"P07244",439,447,206990000,92405000,637680,27872000,0,81465000,4609800,"",""
"P32471",40,50,5829600000,1487300000,32914000,2547700000,24960000,1659900000,76818000,"",""
"P53141",89,100,74879000,25156000,0,23399000,0,26324000,0,"",""
"Q12019",4770,4780,11012000,0,0,0,0,11012000,0,"",""
"P16550",263,269,25488000,0,1181800,16848000,0,7458400,0,"",""
"P16622",208,215,43836000,26346000,1133400,0,0,16356000,0,"",""
"P13433",130,144,46273000,0,0,0,25329000,4423300,16521000,"",""
"P23644",91,113,800600000,156420000,2400100,154730000,268900000,200190000,17965000,"",""
"P46367",94,108,0,0,0,0,0,0,0,"",""
"Q06685",466,478,13888000,0,0,0,0,0,13888000,"",""
"P31116",119,128,209370000,0,5767700,0,0,195850000,7750100,"",""
"Q03195",353,360,17258000,0,0,0,0,17258000,0,"",""
"P33330",159,181,690930000,0,260600000,95576000,111500000,130650000,92598000,"",""
"P38169",351,359,14011000,0,320910,0,0,13690000,0,"",""
"P37898",25,33,29310000,0,0,29310000,0,0,0,"",""
"Q12211",107,116,28982000,28982000,0,0,0,0,0,"",""
"P46151",527,535,1135900,0,0,0,0,0,1135900,"",""
"P46683",84,91,46379000,28616000,766670,0,0,16996000,0,"",""
"P31412",43,49,63452000,0,0,63452000,0,0,0,"",""
"P31412",43,54,162760000,57667000,0,55136000,0,49959000,0,"",""
"P16862",229,241,2045100000,343710000,83191000,439090000,292420000,554150000,332530000,"",""
"P40363",69,77,20250000,0,0,20250000,0,0,0,"",""
"P38260",152,161,140350000,20724000,16064000,50577000,22325000,0,30655000,"",""
"Q05022",837,850,76672000,0,0,0,0,0,76672000,"",""
"P53868",514,523,36179000,36179000,0,0,0,0,0,"",""
"P43621",261,296,74981000,22979000,1115400,30485000,0,20401000,0,"",""
"P20424",150,157,19317000,19317000,0,0,0,0,0,"",""
"P00549",487,500,2.2039e+10,8144700000,315530000,5734600000,20406000,7.397e+09,426580000,"",""
"P05373",171,185,62858000,17449000,0,22854000,0,22555000,0,"",""
"P17255",2,9,486280000,240460000,21108000,214220000,10486000,0,0,"",""
"P17255",2,10,13249000,13249000,0,0,0,0,0,"",""
"P22138",971,1002,458400000,95208000,0,172670000,0,190520000,0,"",""
"P38764",449,484,1656500000,61757000,685610000,0,272750000,0,636420000,"",""
"P00931",122,139,477130000,195570000,0,120090000,0,161470000,0,"",""
"P31539",531,552,588290000,266210000,11266000,162900000,12685000,129480000,5748500,"",""
"P46969",199,224,48925000,0,0,0,0,0,48925000,"",""
"P46969",199,229,901050000,207130000,231530000,0,462390000,0,0,"",""
"P37370",2,25,115720000,6839000,0,0,108880000,0,0,"",""
"P38720",76,93,2.3984e+10,1507700000,4016200000,118050000,1.11e+10,324920000,6917400000,"",""
"P38720",76,110,5441600000,339790000,40826000,81709000,3.584e+09,180030000,1215300000,"",""
"P38720",76,111,1035900000,626210000,0,0,0,162310000,247340000,"",""
"P24783",454,469,387690000,150490000,6960900,0,5850900,214930000,9455600,"",""
"P14907",295,312,22694000,0,0,14329000,0,8365300,0,"",""
"P05317",111,122,8635200000,2340500000,112230000,3108700000,318490000,2261100000,494270000,"",""
"P36421",69,88,4257500000,0,1502700000,0,1434600000,0,1320200000,"",""
"P07263",480,497,97631000,24368000,0,39551000,0,33712000,0,"",""
"Q07527",1178,1187,3454800,0,0,0,0,3454800,0,"",""
"P42949",123,149,16303000,9304600,0,6998600,0,0,0,"",""
"P07274",25,67,1409100000,489220000,0,192450000,467770000,259660000,0,"",""
"Q08421",119,128,8701500,1858300,0,999660,0,5517100,326350,"",""
"Q08421",119,129,8000500,1859400,0,2138400,0,4002700,0,"",""
"P32794",85,103,46530000,0,0,22030000,6769800,17730000,0,"",""
"Q12019",3294,3303,22524000,11122000,0,11402000,0,0,0,"",""
"P04050",421,431,31508000,31508000,0,0,0,0,0,"",""
"P46683",22,45,366530000,67873000,0,24971000,226720000,46964000,0,"",""
"P32386",822,831,776470,0,776470,0,0,0,0,"",""
"Q03640",1208,1228,1.17e+08,55774000,1766900,59464000,0,0,0,"",""
"Q92317",2,12,0,0,0,0,0,0,0,"",""
"P32798",393,411,23647000,0,0,8966300,0,14681000,0,"",""
"Q05022",1264,1273,6013400,0,0,0,0,6013400,0,"",""
"P07246",197,224,486860000,43396000,0,0,254450000,0,189010000,"",""
"Q12125",26,37,35635000,14531000,0,11023000,0,9675600,405210,"",""
"P39076",361,370,54624000,0,0,54624000,0,0,0,"",""
"P32324",815,823,5217400000,2600200000,142580000,2403900000,70731000,0,0,"",""
"P16120",359,371,928970000,214720000,12172000,365380000,0,295830000,40868000,"",""
"Q03862",350,362,15121000,0,0,0,0,15121000,0,"",""
"P32521",320,351,353740000,0,353740000,0,0,0,0,"",""
"P00950",39,46,224580000,53532000,0,66896000,0,104150000,0,"",""
"P32381",21,40,1.317e+09,161020000,0,88213000,783070000,132830000,151910000,"",""
"P53852",349,360,156540000,52889000,2116400,58562000,0,42970000,0,"",""
"P53981",167,188,979780000,261880000,3448100,434020000,0,271480000,8946400,"",""
"P18562",86,95,49528000,0,952970,0,0,46810000,1764500,"",""
"P15108",2,27,2123100000,939070,753410000,106480000,421540000,25124000,815550000,"",""
"P15108",2,32,144250000,0,85740000,1226900,0,0,57284000,"",""
"P15454",43,60,74821000,19860000,0,24510000,0,30451000,0,"",""
"P39940",765,773,22545000,0,0,0,0,22545000,0,"",""
"Q12019",822,852,139720000,0,77314000,1375500,0,0,61035000,"",""
"P60010",19,28,3084500000,1061200000,45204000,998640000,8531700,895040000,75943000,"",""
"P23724",157,176,583650000,208160000,0,0,375500000,0,0,"",""
"P06634",559,571,170690000,78264000,1833600,41550000,0,49040000,0,"",""
"P53235",504,514,5180300,5180300,0,0,0,0,0,"",""
"P53914",609,634,385420000,0,268640000,0,0,0,116780000,"",""
"Q05636",251,263,7825300,0,0,0,0,0,7825300,"",""
"P07275",543,551,430250,0,430250,0,0,0,0,"",""
"P32327",691,711,74880000,22550000,0,21190000,0,31140000,0,"",""
"Q12496",650,661,9638200,0,0,0,0,9638200,0,"",""
"P38427",1064,1079,37739000,16044000,0,12057000,0,9637400,0,"",""
"P40302",108,115,29921000,0,0,29921000,0,0,0,"",""
"P25343",13,20,24423000,0,0,10545000,0,13877000,0,"",""
"Q12680",1804,1813,20280000,9565100,0,0,0,10714000,0,"",""
"P50861",138,163,363480000,50350000,0,208050000,0,105080000,0,"",""
"P40893",93,112,71413000,27403000,0,44010000,0,0,0,"",""
"P25847",565,572,4545400,4545400,0,0,0,0,0,"",""
"P23615",331,348,52706000,3564900,0,28344000,0,19583000,1213700,"",""
"P29496",507,516,10757000,9807800,0,0,0,0,949530,"",""
"P38999",114,135,1665600000,204250000,31895000,231950000,729930000,313870000,153660000,"",""
"P07702",1021,1031,13445000,13445000,0,0,0,0,0,"",""
"P38219",23,33,2047900000,779620000,0,553150000,0,650900000,64198000,"",""
"P53254",193,211,15122000,0,0,7854200,0,7267700,0,"",""
"Q04869",92,110,253170000,66265000,0,140430000,0,46474000,0,"",""
"P06103",106,124,1381200000,1381200000,0,0,0,0,0,"",""
"P53095",172,186,72825000,0,0,0,72825000,0,0,"",""
"P53095",172,187,26077000,0,0,0,26077000,0,0,"",""
"P09064",103,113,190280000,94780000,0,90773000,0,0,4726700,"",""
"P09064",103,137,85978000,33426000,0,26913000,0,25638000,0,"",""
"P38697",270,292,727980000,0,344570000,0,0,0,383410000,"",""
"Q05022",105,114,66575000,0,0,27156000,0,39419000,0,"",""
"Q08225",559,570,118400000,27235000,0,0,28891000,17943000,44331000,"",""
"P07259",2109,2126,3780800000,298550000,93682000,149490000,1902500000,301280000,1035300000,"",""
"P32264",340,363,431040000,0,190660000,0,0,0,240380000,"",""
"Q06820",37,54,0,0,0,0,0,0,0,"",""
"P33734",200,210,724230000,171120000,0,130760000,181830000,72632000,167880000,"",""
"Q03973",131,147,126070000,29562000,0,34222000,17851000,44437000,0,"",""
"Q03973",131,148,443030000,127570000,2950000,123820000,36797000,110720000,41176000,"",""
"Q12692",29,37,296590000,91080000,0,97615000,10203000,81021000,16670000,"",""
"Q03771",214,232,29062000,29062000,0,0,0,0,0,"",""
"P14843",265,274,17967000,14371000,0,3596800,0,0,0,"",""
"Q12389",480,494,259600000,20868000,59103000,0,87515000,0,92117000,"",""
"Q12389",332,341,72237000,0,10236000,0,25737000,0,36264000,"",""
"P38625",438,455,802380000,372800000,0,187280000,0,242300000,0,"",""
"P38791",297,308,1445600000,69556000,143410000,70657000,432800000,111210000,618010000,"",""
"P07264",243,257,326880000,44350000,0,185800000,0,96734000,0,"",""
"P14126",51,58,2.722e+09,707690000,16183000,991730000,18406000,9.34e+08,53970000,"",""
"P38264",180,188,2776000,0,0,1190400,0,1585600,0,"",""
"Q02256",2,14,8271800,0,0,0,0,8271800,0,"",""
"P32602",70,85,41916000,12370000,0,16012000,0,12805000,728450,"",""
"Q03558",324,335,1019900000,148960000,4865700,415550000,10139000,425020000,15384000,"",""
"P43123",324,338,0,0,0,0,0,0,0,"",""
"P39109",2,11,1335200,0,1335200,0,0,0,0,"",""
"P38249",875,889,138130000,52158000,0,39728000,0,45471000,770940,"",""
"P38427",210,224,0,0,0,0,0,0,0,"",""
"P06634",493,512,1211500000,319580000,20641000,415400000,26946000,404650000,24268000,"",""
"P24784",505,524,0,0,0,0,0,0,0,"",""
"Q12189",196,219,17021000,0,0,17021000,0,0,0,"",""
"Q12189",196,220,140040000,66882000,0,0,0,73160000,0,"",""
"Q05881",172,183,0,0,0,0,0,0,0,"",""
"P53883",349,361,934460,0,0,0,0,934460,0,"",""
"P48562",552,565,15098000,2708000,0,9938800,0,2450900,0,"",""
"P32568",1042,1063,78932000,33388000,0,45544000,0,0,0,"",""
"P20447",453,468,29065000,5182100,0,11089000,0,12794000,0,"",""
"Q04067",151,169,80251000,24778000,1753800,24159000,0,28802000,758020,"",""
"Q04067",151,170,181250000,59797000,0,47563000,0,73891000,0,"",""
"P36009",412,422,3353200,0,0,3353200,0,0,0,"",""
"Q07844",366,383,46191000,0,0,31123000,0,0,15068000,"",""
"P39533",775,786,37191000,37191000,0,0,0,0,0,"",""
"P35193",139,157,20283000,6046500,0,7882800,0,5947300,406070,"",""
"P15700",58,67,96665000,0,1091100,95574000,0,0,0,"",""
"Q02642",31,43,9429600,783500,0,8646100,0,0,0,"",""
"Q02642",31,50,105300000,20863000,0,43443000,0,40993000,0,"",""
"P38708",278,303,269120000,261130000,0,7983800,0,0,0,"",""
"P38708",168,183,1000200000,92273000,3487200,455700000,3371900,437580000,7816300,"",""
"P10659",2,19,323960000,199060000,2500900,18179000,10062000,94154000,0,"",""
"P10659",2,40,529780000,155380000,0,245370000,6622000,122420000,0,"",""
"P54730",248,258,39586000,0,0,39586000,0,0,0,"",""
"Q12466",1144,1158,105630000,41481000,0,0,0,62004000,2145400,"",""
"P47771",455,476,17923000,0,0,11010000,0,6912200,0,"",""
"P54115",453,467,838640000,354130000,0,248490000,3971600,223650000,8394900,"",""
"P54115",453,474,86937000,26553000,0,26341000,0,34043000,0,"",""
"P40047",468,495,182030000,50056000,4319900,39948000,47730000,39977000,0,"",""
"P32784",266,278,3850800,3850800,0,0,0,0,0,"",""
"O13563",12,22,62993000,23100000,778830,21407000,0,17707000,0,"",""
"Q02776",64,71,15513000,15513000,0,0,0,0,0,"",""
"P40302",192,218,2991600000,267540000,462230000,0,1546300000,414510000,301010000,"",""
"Q00955",2022,2034,395870000,113930000,4145600,132270000,18547000,108700000,18277000,"",""
"P22276",966,983,11170000,6272800,0,4897100,0,0,0,"",""
"P32528",757,776,206410000,25878000,0,0,97660000,5774500,77093000,"",""
"P08518",477,485,96452000,0,0,38768000,0,55837000,1846000,"",""
"P18480",832,867,41303000,8518100,0,0,32785000,0,0,"",""
"P20606",2,22,51806000,0,32502000,0,0,0,19304000,"",""
"P22138",1003,1023,34521000,17135000,0,17386000,0,0,0,"",""
"P15303",676,688,116520000,42894000,0,40545000,0,33080000,0,"",""
"P53111",27,36,30322000,30322000,0,0,0,0,0,"",""
"P07703",206,218,78946000,22390000,0,37787000,0,18769000,0,"",""
"P38075",97,113,22600000,0,0,0,0,22600000,0,"",""
"P22147",1284,1292,34817000,0,0,17732000,0,17085000,0,"",""
"P53011",53,70,93488000,17695000,0,38879000,0,36914000,0,"",""
"Q01454",276,287,39300000,6840400,0,8077700,11892000,7013600,5476500,"",""
"P00830",210,223,238870000,49712000,0,108440000,0,80717000,0,"",""
"P04802",498,509,8686000,0,0,0,0,8686000,0,"",""
"P04802",498,531,289800000,73261000,0,106680000,0,109860000,0,"",""
"P39012",307,320,20124000,8205400,0,11918000,0,0,0,"",""
"P20967",140,153,58605000,58605000,0,0,0,0,0,"",""
"P25045",2,10,39089000,0,0,24084000,0,15005000,0,"",""
"P14126",176,191,3870100000,1041100000,3414000,1240900000,0,1568800000,15822000,"",""
"Q12198",99,109,6283500,6283500,0,0,0,0,0,"",""
"P53183",253,267,20877000,0,0,20877000,0,0,0,"",""
"P54860",914,926,20929000,5866100,0,15063000,0,0,0,"",""
"Q00955",1500,1516,511850000,0,0,124070000,220360000,160290000,7124500,"",""
"P36421",212,227,130870000,25608000,0,59963000,0,45301000,0,"",""
"P31688",831,864,240670000,0,0,0,67056000,0,173620000,"",""
"P32476",202,214,255800000,83888000,0,74154000,16375000,81378000,0,"",""
"P53111",252,266,48802000,0,0,31298000,0,17503000,0,"",""
"P80210",103,115,266300000,83056000,0,99457000,0,83790000,0,"",""
"P80210",103,117,16634000,8555900,0,8078500,0,0,0,"",""
"P22137",1318,1332,8859100,8859100,0,0,0,0,0,"",""
"P38879",160,174,1597800000,1.1e+09,0,384730000,0,113060000,0,"",""
"P53184",208,216,301910000,78224000,1026400,93647000,0,126180000,2835100,"",""
"P15625",42,50,0,0,0,0,0,0,0,"",""
"P36081",125,154,43632000,3604400,25897000,5321800,8808600,0,0,"",""
"Q02931",164,172,2747400,2747400,0,0,0,0,0,"",""
"P31539",691,707,4292600000,514330000,258060000,79350000,1600700000,470700000,1369400000,"",""
"P11792",667,680,61134000,13070000,0,11925000,17499000,9015400,9624300,"",""
"P07149",722,736,1185900000,464590000,0,232280000,211770000,251920000,25392000,"",""
"P11075",1747,1769,38818000,0,0,24470000,0,14348000,0,"",""
"P32454",855,868,55428000,14052000,0,15576000,0,25800000,0,"",""
"P32598",246,259,91412000,20350000,0,71062000,0,0,0,"",""
"P32598",246,260,49034000,0,0,49034000,0,0,0,"",""
"P06776",434,447,2820000,0,0,0,0,2820000,0,"",""
"Q12207",95,108,13593000,13593000,0,0,0,0,0,"",""
"Q12207",95,116,2487000,0,0,0,0,2487000,0,"",""
"P47083",433,447,7993100,7993100,0,0,0,0,0,"",""
"P00560",170,182,1.6106e+10,3970200000,65520000,6268500000,82101000,5.522e+09,197850000,"",""
"P28273",243,257,7995800,7995800,0,0,0,0,0,"",""
"P38836",267,292,11438000,11438000,0,0,0,0,0,"",""
"P37303",96,131,358890000,0,268300000,0,0,0,90584000,"",""
"P34077",69,88,12798000,0,0,12798000,0,0,0,"",""
"Q03219",119,128,2082100,0,0,0,0,2082100,0,"",""
"P04147",216,224,421310000,146200000,1393200,127260000,0,144440000,2006100,"",""
"P38295",438,445,43347000,17788000,0,25559000,0,0,0,"",""
"Q99207",47,61,10904000,0,0,0,0,10904000,0,"",""
"P32316",249,259,15534000,7708700,0,7824900,0,0,0,"",""
"P16547",130,140,16596000,6398600,0,10198000,0,0,0,"",""
"P38254",166,178,2023000,0,2023000,0,0,0,0,"",""
"P10127",107,128,5032700,0,0,5032700,0,0,0,"",""
"P38260",196,208,343310000,46383000,140660000,0,0,0,156260000,"",""
"P38626",167,177,41032000,13517000,0,24262000,0,3252300,0,"",""
"P25847",943,957,0,0,0,0,0,0,0,"",""
"Q08972",616,632,986400000,295790000,4186400,269940000,0,416480000,0,"",""
"P16521",475,491,1676400000,5.41e+08,23729000,606360000,2497700,468850000,33960000,"",""
"P38716",112,119,18779000,13030000,1005400,0,0,0,4743500,"",""
"Q12499",282,298,1.4375e+10,279700000,3108500000,105530000,5941200000,101790000,4837800000,"",""
"P34160",453,460,35056000,15565000,0,0,0,11456000,8034300,"",""
"P16862",198,216,1011600000,269200000,6497500,373500000,0,347670000,14721000,"",""
"P53189",283,296,3382100,3382100,0,0,0,0,0,"",""
"P39958",311,339,1348900000,108550000,0,61651000,942210000,202370000,34099000,"",""
"P47079",400,409,71836000,0,2530200,65738000,0,0,3567300,"",""
"Q12072",334,350,0,0,0,0,0,0,0,"",""
"P00447",132,145,260850000,0,0,0,0,207250000,53604000,"",""
"P07806",998,1006,549980000,175390000,9457300,191720000,0,159640000,13773000,"",""
"P23542",404,410,163510000,49225000,0,63674000,0,50608000,0,"",""
"P25360",103,124,0,0,0,0,0,0,0,"",""
"P32599",27,38,243180000,88999000,1328000,152860000,0,0,0,"",""
"P32558",87,97,102130000,40477000,0,37586000,0,24068000,0,"",""
"P19414",139,156,1632300000,385380000,0,730320000,106740000,409900000,0,"",""
